Name,id,Classification,Class,Mass,FallType,year,Latitude,Longtitude
Ningbo,16980,Valid,"Iron, IVA",14250.0,Fell,1975.0,29.86667,121.48333
Rancho Gomelia,22391,Valid,"Iron, IIIAB",15650.0,Found,1975.0,24.51667,-105.25
Tuxtuac,24086,Valid,LL5,30000.0,Fell,1975.0,21.66667,-103.36667
Starvation Lake,23714,Valid,LL3.9,12000.0,Found,1975.0,-30.46667,141.08333
Tambakwatu,23795,Valid,L6,10500.0,Fell,1975.0,-7.75,112.76667
Mount Baldr A76002,16765,Valid,H6,13773.0,Found,1976.0,-77.58389,160.37361
Old Woman,18007,Valid,"Iron, IIAB",2753000.0,Found,1976.0,34.46667,-115.23333
Santa Clara,23163,Valid,"Iron, IVB",63000.0,Found,1976.0,24.46667,-103.35
Gnowangerup,10937,Valid,"Iron, IIIAB",33600.0,Found,1976.0,-34.0,118.1
Jerslev,12084,Valid,"Iron, IIAB",40000.0,Found,1976.0,55.608833,11.229167
Red Rock,22549,Valid,"Iron, IIIAB",47600.0,Found,1976.0,35.41667,-117.91667
Dunganville,7748,Valid,"Iron, IIIAB",54000.0,Found,1976.0,-42.55,171.35
Allan Hills A76003,1310,Valid,L6,10495.0,Found,1976.0,-76.71667,159.66667
Allan Hills A76001,1308,Valid,L6,20151.0,Found,1976.0,-76.75,159.33333
Alvord,2287,Valid,"Iron, IVA",17500.0,Found,1976.0,43.32222,-96.28889
Allan Hills A76009,1316,Valid,L6,407000.0,Found,1976.0,-76.71667,159.66667
Jilin,12171,Valid,H5,4000000.0,Fell,1976.0,44.05,126.16667
Dhajala,6698,Valid,H3.8,45000.0,Fell,1976.0,22.37778,71.42722
Ybbsitz,30360,Valid,H4,15000.0,Found,1977.0,47.96,14.89
El Paso de Aguila,45977,Valid,H5,17226.0,Fell,1977.0,25.37,-97.37
Larned,50998,Valid,Aubrite-an,28100.0,Found,1977.0,38.1995,-99.162
Allan Hills A77283,1593,Valid,"Iron, IAB-MG",10510.0,Found,1977.0,-76.71667,159.66667
Xingyang,24346,Valid,H6,75500.0,Fell,1977.0,32.33333,114.31667
Aliskerovo,472,Valid,"Iron, IIIE-an",58400.0,Found,1977.0,67.88333,167.5
Millarville,16642,Valid,"Iron, IVA",15636.0,Found,1977.0,50.79722,-114.30944
Allan Hills A77226,1537,Valid,H4,15323.0,Found,1977.0,-76.71667,159.66667
Allan Hills A77250,1561,Valid,"Iron, IAB-MG",10555.0,Found,1977.0,-76.71667,159.66667
Jaralito,12073,Valid,"Iron, IAB-MG",11138.0,Found,1977.0,26.26583,-103.885
Ethiudna,10060,Valid,L4,74318.0,Found,1977.0,-32.03333,139.78333
Felsted,10082,Valid,"Iron, IIIAB",13500.0,Found,1977.0,54.99056,9.49194
Nazareth (e),16932,Valid,H6,13100.0,Found,1977.0,34.58333,-102.05
Gaines County Park,10844,Valid,H5,13700.0,Found,1977.0,32.83333,-102.73333
Purgatory Peak A77006,18904,Valid,"Iron, IAB-MG",19068.0,Found,1977.0,-77.33333,162.3
Derrick Peak A78012,6688,Valid,"Iron, IIAB",26000.0,Found,1978.0,-80.06667,156.38333
Derrick Peak A78011,6687,Valid,"Iron, IIAB",31800.0,Found,1978.0,-80.06667,156.38333
Derrick Peak A78013,6689,Valid,"Iron, IIAB",10600.0,Found,1978.0,-80.06667,156.38333
Derrick Peak A78009,6685,Valid,"Iron, IIAB",138100.0,Found,1978.0,-80.06667,156.38333
Derrick Peak A78001,6677,Valid,"Iron, IIAB",15200.0,Found,1978.0,-80.06667,156.38333
Derrick Peak A78005,6681,Valid,"Iron, IIAB",18600.0,Found,1978.0,-80.06667,156.38333
Derrick Peak A78007,6683,Valid,"Iron, IIAB",11800.0,Found,1978.0,-80.06667,156.38333
Derrick Peak A78008,6684,Valid,"Iron, IIAB",59400.0,Found,1978.0,-80.06667,156.38333
Meteorite Hills A78028,16624,Valid,L6,20657.0,Found,1978.0,-79.68333,155.75
Allan Hills A78084,1699,Valid,H3.9,14280.0,Found,1978.0,-76.71667,159.66667
Novosibirsk,17932,Valid,H5/6,11410.0,Found,1978.0,55.0,82.9
Brainard,5131,Valid,"Iron, IIIAB",138300.0,Found,1978.0,41.15333,-96.955
Florey,10112,Valid,H6,110800.0,Found,1978.0,32.5225,-102.705
Nuevo Mercurio,17938,Valid,H5,50000.0,Fell,1978.0,24.3,-102.13333
Tinnie,24006,Valid,"Iron, IVB",15300.0,Found,1978.0,33.38333,-105.25
Yamato 791717,27066,Valid,CO3.3,25322.0,Found,1979.0,-71.5,35.66667
D'Orbigny,7714,Valid,Angrite,16550.0,Found,1979.0,-37.66667,-61.65
Yamato 793235,28584,Valid,L6,18126.0,Found,1979.0,-71.5,35.66667
Littlerock,14667,Valid,H6,19050.0,Found,1979.0,34.51667,-117.98333
Jartai,12074,Valid,L6,20500.0,Fell,1979.0,39.7,105.8
Reckling Peak A79015,22470,Valid,Mesosiderite-an,10022.0,Found,1979.0,-76.21541,158.5392
Saginaw,22797,Valid,Iron,44500.0,Found,1979.0,32.86583,-97.32306
Forrest 002,10125,Valid,L6,26000.0,Found,1980.0,-30.98333,127.88333
Springlake,23691,Valid,L6,17300.0,Found,1980.0,34.34444,-102.22361
Retuerta del Bullaque,56577,Valid,"Iron, IAB-MG",100000.0,Found,1980.0,39.45889,-4.3775
Page City,18070,Valid,"Iron, IVA",13630.0,Found,1980.0,39.16667,-101.28333
Ragland Hill,56382,Valid,H5,11800.0,Found,1980.0,34.78333,-103.66667
Tulia (d),24069,Valid,H6,17700.0,Found,1981.0,34.60667,-101.76667
Lamesa,12452,Valid,"Iron, IAB-sLM",16900.0,Found,1981.0,32.88333,-101.88333
Wolsey,24328,Valid,"Iron, IAB-MG",74830.0,Found,1981.0,44.4,-98.53333
Edmonson (b),7769,Valid,H4,14402.0,Found,1981.0,34.28333,-101.83333
Machinga,15371,Valid,L6,93200.0,Fell,1981.0,-15.21222,35.24222
Yamato 81124,29185,Valid,H5,10790.0,Found,1981.0,-71.5,35.66667
Friona,10184,Valid,L5,21900.0,Found,1981.0,34.54,-102.56833
Acuña,373,Valid,"Iron, IIIAB",217700.0,Found,1981.0,29.31667,-100.96667
Kaffir (d),12226,Valid,L5,26760.0,Found,1981.0,34.67167,-101.815
Omolon,18019,Valid,"Pallasite, PMG",250000.0,Fell,1981.0,64.02,161.80833
Divnoe,7650,Valid,Achondrite-ung,12700.0,Found,1981.0,45.7,43.7
Anyujskij,2312,Valid,"Iron, IIAB",100000.0,Found,1981.0,66.9,164.2
Binya,5052,Valid,"Iron, IIIF",11300.0,Found,1981.0,-34.225,146.38167
Zhongxiang,30406,Valid,Iron,100000.0,Found,1981.0,31.2,112.5
Akyumak,433,Valid,"Iron, IVA",50000.0,Fell,1981.0,39.91667,42.81667
Bilibino,5046,Valid,"Iron, IIAB",1000000.0,Found,1981.0,67.3,160.8
Allan Hills A81013,1973,Valid,"Iron, IIAB",17727.0,Found,1981.0,-76.74756,158.84338
Dahmani,5504,Valid,LL6,18000.0,Fell,1981.0,35.61667,8.83333
Gursum,11465,Valid,H4/5,34650.0,Fell,1981.0,9.36667,42.41667
Wilder,24267,Valid,H5,26600.0,Found,1982.0,43.72444,-116.91167
Bayard,4978,Valid,L5,75000.0,Found,1982.0,41.81667,-103.36667
Ragland,22372,Valid,LL3.4,12100.0,Found,1982.0,34.76778,-103.55
El Bahrain,7790,Valid,L6,14000.0,Found,1983.0,28.6,26.4
Sharon Springs,23524,Valid,L6,23400.0,Found,1983.0,38.77083,-101.79833
Patricia,18115,Valid,H5,14900.0,Found,1983.0,32.5,-102.03333
Julesburg,12208,Valid,L3.6,57900.0,Found,1983.0,39.975,-102.26667
San Borjita,23118,Valid,L4,12300.0,Found,1983.0,-27.55861,-56.13444
Carichic,5270,Valid,H5,17000.0,Found,1983.0,27.93333,-107.05
Flandreau,10109,Valid,H5,21360.0,Found,1983.0,44.04833,-96.59167
Zhaoping,54609,Valid,"Iron, IAB complex",2000000.0,Found,1983.0,24.23333,111.18333
Snyder,23657,Valid,H3,16900.0,Found,1983.0,32.71667,-100.91667
Rahimyar Khan,31302,Valid,L5,67225.0,Fell,1983.0,28.225,70.2
Kidairat,12300,Valid,H6,100000.0,Fell,1983.0,14.0,28.0
Great Bend,11180,Valid,H6,28770.0,Found,1983.0,38.395,-98.91583
Grayton,11177,Valid,H5,11300.0,Found,1983.0,30.31167,-86.16667
Richfield,22600,Valid,LL3.7,40800.0,Found,1983.0,37.22222,-101.68139
Twannberg,24088,Valid,"Iron, IIG",20689.0,Found,1984.0,47.12444,7.17889
Zhaodong,30404,Valid,L4,42000.0,Fell,1984.0,45.81667,125.91667
Zaoyang,30391,Valid,H5,14250.0,Fell,1984.0,32.3,112.75
Darinskoe,6602,Valid,"Iron, IIC",11200.0,Found,1984.0,51.41667,51.96667
Camel Donga,5204,Valid,Eucrite-mmict,25000.0,Found,1984.0,-30.31667,126.61667
Mafuta,15384,Valid,"Iron, IID",71500.0,Found,1984.0,-16.9025,30.40722
Macy,15378,Valid,L6,42000.0,Found,1984.0,34.21667,-103.91667
Gujba,11449,Valid,CBa,100000.0,Fell,1984.0,11.49167,11.65833
Jumapalo,12209,Valid,L6,32490.0,Fell,1984.0,-7.71667,111.2
Gan Gan,10852,Valid,"Iron, IVA",83000.0,Found,1984.0,-42.66667,-68.08333
Quijingue,22362,Valid,"Pallasite, PMG",59000.0,Found,1984.0,-10.75,-39.21667
Owasco,18060,Valid,L6,168400.0,Found,1984.0,41.2,-103.68333
Allan Hills 84006,609,Valid,H4/5,16000.0,Found,1984.0,-76.76228,158.77438
Allan Hills 84005,608,Valid,L5,12000.0,Found,1984.0,-76.89102,156.89321
La Criolla,12396,Valid,L6,45000.0,Fell,1985.0,-31.23333,-58.16667
Aldama (a),459,Valid,"Iron, IIIAB",11000.0,Found,1985.0,28.83333,-105.86667
Lewis Cliff 85319,12789,Valid,H5,11491.0,Found,1985.0,-84.26398,161.39532
Lewis Cliff 85320,12790,Valid,H5,110224.0,Found,1985.0,-84.26223,161.41628
Daraj 001,6540,Valid,H5,30000.0,Found,1986.0,29.6425,11.73222
Fairview,10070,Valid,"Iron, IIIAB",28800.0,Found,1986.0,34.10139,-102.65
Wuan,24340,Valid,H6,50000.0,Fell,1986.0,36.75,114.25
Renfrow,22588,Valid,L6,81600.0,Found,1986.0,36.98667,-97.555
Suizhou,23738,Valid,L6,260000.0,Fell,1986.0,31.61667,113.46667
Raghunathpura,22371,Valid,"Iron, IIAB",10200.0,Fell,1986.0,27.72528,76.465
Kokubunji,12342,Valid,L6,11510.0,Fell,1986.0,34.3,133.95
Soledade,23662,Valid,"Iron, IAB-MG",68000.0,Found,1986.0,-29.05,-51.43333
Pampa (c),18085,Valid,L4,25000.0,Found,1986.0,-23.2,-70.43333
Pampa (d),18086,Valid,L5,12800.0,Found,1986.0,-23.2,-70.43333
Sukhoj Liman,23739,Valid,H4/5,48000.0,Found,1987.0,46.4,30.8
Maria da Fé,15416,Valid,"Iron, IVA",18000.0,Found,1987.0,-22.3,-45.36667
Laochenzhen,12466,Valid,H5,14250.0,Fell,1987.0,33.13333,115.16667
Ingella Station,12034,Valid,H5,50000.0,Found,1987.0,-25.55,142.78333
Asuka 87034,2391,Valid,L4,19064.5,Found,1987.0,-72.0,26.0
Caddo County,5192,Valid,"Iron, IAB-ung",18000.0,Found,1987.0,35.0,-98.33333
Zagora,30387,Valid,"Iron, IAB-ung",50000.0,Found,1987.0,30.36667,-5.85
Elephant Moraine 87538,8088,Valid,L6,11894.0,Found,1987.0,-76.18333,157.16667
Asuka 87251,2608,Valid,LL6,46000.0,Found,1987.0,-72.0,26.0
Asuka 881986,4695,Valid,L6,10147.0,Found,1988.0,-72.0,26.0
Derrick Peak 88017,6668,Valid,"Iron, IIAB",63000.0,Found,1988.0,-80.06667,156.38333
Sychevka,23772,Valid,"Iron, IIIAB",65000.0,Found,1988.0,51.125,127.495
Sivas,23617,Valid,H6,40000.0,Fell,1989.0,39.82467,36.13583
Seagraves (c),23471,Valid,L6/7,26810.0,Found,1989.0,32.98333,-102.56667
Ilafegh 008,12013,Valid,L5,26100.0,Found,1989.0,21.6,1.66667
Cook 001,5421,Valid,H5,105000.0,Found,1989.0,-30.33333,130.53333
Cook 007,5427,Valid,H4,100000.0,Found,1989.0,-30.61667,130.41667
McKenzie Draw (a),15461,Valid,H4,11800.0,Found,1989.0,32.925,-102.625
Indianópolis,12031,Valid,"Iron, IIAB",14850.0,Found,1989.0,-19.16667,-47.83333
Uruachic,24130,Valid,"Iron, IIIAB",13000.0,Found,1989.0,27.85,-108.23333
Djebel In-Azzene,7655,Valid,"Iron, IIIAB",12500.0,Found,1990.0,27.86667,0.45
Roundup,22771,Valid,"Iron, IIIAB",17590.0,Found,1990.0,46.78333,-108.56667
Hammadah al Hamra 019,11502,Valid,H6,13431.0,Found,1990.0,29.06667,12.68333
Hammadah al Hamra 001,11486,Valid,H5,19418.0,Found,1990.0,29.0,12.23333
Quija,22361,Valid,H,17450.0,Fell,1990.0,44.61667,126.13333
Sterlitamak,23724,Valid,"Iron, IIIAB",325000.0,Fell,1990.0,53.66667,55.98333
Ocotillo,17980,Valid,"Iron, IAB-MG",28570.0,Found,1990.0,32.83333,-116.06667
Pallasovka,34061,Valid,"Pallasite, PMG",198000.0,Found,1990.0,49.86667,46.61167
Longtian,14696,Valid,"Iron, IIIAB",350000.0,Found,1991.0,27.35,108.5
Maltahöhe,15399,Valid,"Iron, IAB-sLM",22270.0,Found,1991.0,-24.91667,16.98333
Cole Creek,5400,Valid,H5,16300.0,Found,1991.0,41.35,-99.11667
Patuxent Range 91500,18119,Valid,L5,16540.6,Found,1991.0,-85.07424,-64.46576
Sinawan 001,23607,Valid,L6,28600.0,Found,1991.0,31.0,11.66667
Tanezrouft 028,23829,Valid,H3,15000.0,Found,1991.0,25.25306,0.14028
Campos Sales,5249,Valid,L5,23680.0,Fell,1991.0,-7.03333,-40.16667
Mount Tazerzait,16804,Valid,L5,110000.0,Fell,1991.0,18.7,4.8
Vyatka,24193,Valid,H4,45000.0,Found,1991.0,57.53333,49.0
Vermillion,24167,Valid,"Pallasite, ungrouped",34360.0,Found,1991.0,39.73633,-96.36133
Pecora Escarpment 91009,18300,Valid,L6,18000.0,Found,1991.0,-85.6882,-68.33784
Mbale,15455,Valid,L5/6,150000.0,Fell,1992.0,1.06667,34.16667
Ust-Nyukzha,24133,Valid,"Iron, IAB complex",44000.0,Found,1992.0,56.38333,120.46667
Uruaçu,24131,Valid,"Iron, IAB-MG",72500.0,Found,1992.0,-14.53333,-48.76667
Tres Castillos,24047,Valid,"Iron, ungrouped",150000.0,Found,1992.0,29.47,-105.8
Peekskill,18782,Valid,H6,12570.0,Fell,1992.0,41.28333,-73.91667
Miles,16641,Valid,"Iron, IIE",265000.0,Found,1992.0,-27.83333,150.33333
Maslyanino,15439,Valid,"Iron, IAB complex",26000.0,Found,1992.0,54.25,84.33333
O'Donnell,17987,Valid,H5,12700.0,Found,1992.0,32.91217,-101.91867
Campinorte,52093,Valid,"Iron, ungrouped",2000000.0,Found,1992.0,-14.258,-49.15917
Juanita de Angeles,12204,Valid,H5,85000.0,Found,1992.0,28.41667,-105.08333
Elephant Moraine 92193,9594,Valid,H6,22000.0,Found,1992.0,-76.04222,155.94038
Colton,5410,Valid,"Iron, IIIAB",19670.0,Found,1993.0,46.57056,-117.09861
Songyuan,23668,Valid,L6,36900.0,Fell,1993.0,45.25,125.0
Ban Rong Du,4934,Valid,"Iron, ungrouped",16700.0,Fell,1993.0,16.66667,101.18333
Barrilla,4952,Valid,H5,11100.0,Found,1994.0,30.78333,-103.46667
Pampa Providencia,18092,Valid,"Iron, IIIAB",12400.0,Found,1994.0,-24.45,-69.57167
Baygorria,4980,Valid,"Iron, IAB complex",80000.0,Found,1994.0,-33.0,-56.0
Baszkówka,4957,Valid,L5,15500.0,Fell,1994.0,52.03333,20.93583
Lonewolf Nunataks 94104,14688,Valid,H6,10172.0,Found,1994.0,-81.33333,152.83333
Mont Dieu,16722,Valid,"Iron, ungrouped",360000.0,Found,1994.0,49.55,4.86667
Broken Hill,5146,Valid,L6,34000.0,Found,1994.0,-31.83333,141.76667
Dumont,47341,Valid,"Iron, IVB",27420.0,Found,1994.0,33.81667,-100.51667
Lohawat,14678,Valid,Howardite,40000.0,Fell,1994.0,26.96556,72.62667
New Halfa,16954,Valid,L4,12000.0,Fell,1994.0,15.36667,35.68333
St-Robert,23733,Valid,H5,25400.0,Fell,1994.0,45.96861,-72.97806
Hammadah al Hamra 051,11534,Valid,H6,12000.0,Found,1994.0,28.8435,12.99683
Dong Ujimqin Qi,7706,Valid,Mesosiderite,128800.0,Fell,1995.0,45.5,119.03333
Sierra Colorada,23588,Valid,L5,71300.0,Found,1995.0,-40.8,-67.48333
Graves Nunataks 95200,10960,Valid,L5,25066.1,Found,1995.0,-86.71667,-141.5
Garabato,10856,Valid,H5,160000.0,Found,1995.0,-28.86667,-60.2
Gold Basin,10940,Valid,L4,61000.0,Found,1995.0,35.875,-114.23333
Hammadah al Hamra 087,11570,Valid,L6,22114.0,Found,1995.0,28.59583,13.269
Hammadah al Hamra 153,11636,Valid,H3.8-4,50000.0,Found,1995.0,28.60033,13.5775
Hammadah al Hamra 148,11631,Valid,L5,15770.0,Found,1995.0,28.71967,12.86433
Rio Limay,22609,Valid,L5,280000.0,Found,1995.0,-39.85,-69.48333
Willow Grove,24277,Valid,"Iron, ungrouped",11700.0,Found,1995.0,-38.10306,146.18111
Piplia Kalan,18831,Valid,Eucrite-mmict,42000.0,Fell,1996.0,26.03472,73.94167
Fermo,10091,Valid,H3-5,10200.0,Fell,1996.0,43.18111,13.75333
Hammadah al Hamra 173,11656,Valid,L6,45000.0,Found,1996.0,28.63667,13.1965
Korra Korrabes,12347,Valid,H3,140000.0,Found,1996.0,-25.2,18.08333
Dar al Gani 956,6496,Valid,L6,15000.0,Found,1997.0,27.13267,15.9925
Juancheng,12203,Valid,H5,100000.0,Fell,1997.0,35.5,115.41667
Cerro del Inca,5309,Valid,"Iron, IIIF",20600.0,Found,1997.0,-22.21667,-68.90833
Bur-Abor,5166,Valid,"Iron, IIIAB",290000.0,Found,1997.0,3.98333,41.65
Tiffa 001,23991,Valid,H5,26900.0,Found,1997.0,19.949,11.933
Souslovo,23673,Valid,L4,19300.0,Found,1997.0,55.4295,55.78727
El Hammami,7806,Valid,H5,240000.0,Found,1997.0,23.28333,-10.81667
Zag,30384,Valid,H3-6,175000.0,Fell,1998.0,27.33333,-9.33333
Dar al Gani 610,6157,Valid,H4,44000.0,Found,1998.0,26.85,16.73333
Dar al Gani 595,6142,Valid,H5,14931.0,Found,1998.0,27.63917,15.90133
Dar al Gani 477,6025,Valid,L6,16128.0,Found,1998.0,27.74767,16.003
Dar al Gani 399,5947,Valid,L5,11455.0,Found,1998.0,27.86667,15.94283
Graves Nunataks 98186,11176,Valid,H6,29000.0,Found,1998.0,-86.71667,-141.5
Ourique,18052,Valid,H4,20000.0,Fell,1998.0,37.60833,-8.28
Portales Valley,18874,Valid,H6,71400.0,Fell,1998.0,34.175,-103.295
Safsaf,22795,Valid,L6,11870.0,Found,1998.0,30.26667,-4.66667
Bruceville,5155,Valid,L6,83000.0,Found,1998.0,38.295,-121.405
Dar al Gani 741,6288,Valid,H4,20500.0,Found,1998.0,27.08167,16.28333
Bechar 001,4988,Valid,L6,39000.0,Found,1998.0,30.83333,-3.33333
Bechar 002,4989,Valid,H6,12000.0,Found,1998.0,30.83333,-3.33333
Zapaliname,30392,Valid,"Iron, IAB-MG",85000.0,Found,1998.0,25.00944,-100.75
Kunya-Urgench,12379,Valid,H5,1100000.0,Fell,1998.0,42.25,59.2
Dar al Gani 955,6495,Valid,H6,18500.0,Found,1999.0,27.13183,16.20767
Dar al Gani 749,6296,Valid,CO3,95000.0,Found,1999.0,27.30167,15.7645
Dhofar 007,6706,Valid,Eucrite-cm,21270.0,Found,1999.0,18.335,54.18167
Dar al Gani 779,6326,Valid,Howardite,18800.0,Found,1999.0,26.99233,16.4375
Jiddat al Harasis 003,12091,Valid,L5,10830.0,Found,1999.0,19.53,55.75833
Great Sand Sea 019,11190,Valid,LL6,12000.0,Found,1999.0,25.53667,25.65778
Twodot,24093,Valid,H6,21400.0,Found,1999.0,46.7,-110.13333
Bilanga,5045,Valid,Diogenite,25000.0,Fell,1999.0,12.45,-0.08333
Morrow County,51707,Valid,L6,18200.0,Found,1999.0,45.5,-119.5
Lahmada 009,12422,Valid,H3-6,70000.0,Found,1999.0,27.16667,-9.5
Queen Alexandra Range 99001,21454,Valid,Iron,22000.0,Found,1999.0,-84.0,168.0
Hammadah al Hamra 328,11811,Valid,H5,30440.0,Found,1999.0,28.95833,10.59167
Kalahari 009,30738,Valid,Lunar (basalt),13500.0,Found,1999.0,-20.9818,22.9766
Hagersville,11470,Valid,"Iron, IAB complex",30000.0,Found,1999.0,42.96667,-80.15
Dhofar 069,6768,Valid,H4,10083.0,Found,1999.0,19.15867,54.731
Guanaco,11433,Valid,"Iron, IIG",13100.0,Found,2000.0,-25.1,-69.53333
Dhofar 379,7161,Valid,L6,25000.0,Found,2000.0,19.0084,54.76913
Smara,23648,Valid,Eucrite-pmict,12870.0,Found,2000.0,26.68333,-11.73333
Dhofar 360,7143,Valid,LL3-6,15300.0,Found,2000.0,19.04002,54.78383
Fukang,34491,Valid,"Pallasite, PMG",1003000.0,Found,2000.0,44.43333,87.63333
Yamato 002875,43637,Valid,Diogenite,10667.0,Found,2000.0,0.0,0.0
Yamato 000593,24355,Valid,Martian (nakhlite),13713.0,Found,2000.0,-71.5,35.66667
Dhofar 020,6719,Valid,H4/5,256000.0,Found,2000.0,19.03333,54.51667
Jalu,12070,Valid,L6,150000.0,Found,2000.0,27.95833,21.68333
Dhofar 005,6704,Valid,L6,125500.0,Found,2000.0,18.16667,54.16667
Tafassasset,23779,Valid,CR-an,114000.0,Found,2000.0,20.76333,10.44167
Hammadah al Hamra 280,11763,Valid,CK4,26500.0,Found,2000.0,28.47017,12.972
Dronino,7732,Valid,"Iron, ungrouped",40000.0,Found,2000.0,54.74667,41.42167
Hammadah al Hamra 296,11779,Valid,H5/6,27064.0,Found,2000.0,29.1,12.31667
Agoudal,57354,Valid,"Iron, IIAB",100000.0,Found,2000.0,31.98457,-5.51528
Sayh al Uhaymir 001,23193,Valid,L5,450000.0,Found,2000.0,20.51667,56.66667
Dergaon,6664,Valid,H5,12500.0,Fell,2001.0,26.68333,93.86667
Devgaon,6694,Valid,H3.8,12000.0,Fell,2001.0,19.0,81.0
Acfer 329,336,Valid,L4/5,30000.0,Found,2001.0,27.58333,4.1
Acfer 353,359,Valid,Eucrite-cm,11935.0,Found,2001.0,27.48917,3.89
Point Berliet,18854,Valid,H5,42000.0,Found,2001.0,20.537,9.53783
Shalim 003,23516,Valid,H5,10350.0,Found,2001.0,18.18233,55.50183
Shalim 004,23517,Valid,H5,10350.0,Found,2001.0,18.18233,55.50183
Goronyo,34019,Valid,H4,11000.0,Found,2001.0,13.26667,5.4
Shişr 010,23548,Valid,L5,17604.0,Found,2001.0,18.55,53.97
Dhofar 446,7221,Valid,L5,12400.0,Found,2001.0,18.93805,54.68658
Northwest Africa 1581,17340,Valid,L6,50200.0,Found,2001.0,31.38333,-4.25
Dhofar 721,7477,Valid,H4,13605.0,Found,2001.0,18.79167,54.15333
Dhofar 224,7008,Valid,H4,14974.0,Found,2001.0,19.15833,54.57333
Meteorite Hills 01005,16238,Valid,L5,19000.0,Found,2001.0,-79.68333,159.75
Beni M'hira,5018,Valid,L6,19000.0,Fell,2001.0,32.86667,10.8
Dhofar 1426,35514,Valid,H~5,42850.0,Found,2001.0,19.173,54.70407
Jiddat al Harasis 317,45843,Valid,H5,21472.0,Found,2001.0,19.36312,55.55723
Horh Uul,11909,Valid,"Iron, IIIAB",44000.0,Found,2001.0,43.25,104.16667
Bunker Hill,54611,Valid,L6,28000.0,Found,2002.0,38.84833,-98.72383
Mud Dry Lake,16840,Valid,H3,18255.0,Found,2002.0,37.8594,-117.02097
Bensour,5024,Valid,LL6,45000.0,Fell,2002.0,30.0,-7.0
Blanca Estela,45973,Valid,"Iron, IAB complex",15600.0,Found,2002.0,-25.0,-69.5
Franconia,10174,Valid,H5,100000.0,Found,2002.0,34.71637,-114.22197
Thuathe,23976,Valid,H4/5,45300.0,Fell,2002.0,-29.33333,27.58333
Northwest Africa 2023,32832,Valid,L4/5,14400.0,Found,2002.0,0.0,0.0
Northwest Africa 1685,32385,Valid,LL4,11560.0,Found,2002.0,0.0,0.0
Kilabo,12307,Valid,LL6,19000.0,Fell,2002.0,12.76667,9.8
Sayh al Uhaymir 278,23451,Valid,L5,27860.8,Found,2002.0,21.26172,57.17887
Sayh al Uhaymir 266,23439,Valid,H5,25014.0,Found,2002.0,20.70713,57.18317
Sayh al Uhaymir 277,23450,Valid,H6,11643.0,Found,2002.0,20.16658,57.07545
Jiddat al Harasis 090,12149,Valid,L5,92667.6,Found,2002.0,19.71678,56.6062
Jiddat al Harasis 091,12150,Valid,L5,123374.0,Found,2002.0,19.69362,56.65432
Jiddat al Harasis 073,12135,Valid,L6,550000.0,Found,2002.0,19.7,55.73333
Jiddat al Harasis 203,45839,Valid,Mesosiderite-C2,46200.0,Found,2002.0,19.983,56.41368
Tanezrouft 065,23865,Valid,L4,30000.0,Found,2002.0,25.4075,0.13639
Tanezrouft 072,31333,Valid,H6,62285.0,Found,2002.0,24.43817,0.103
Shişr 036,23571,Valid,H3,10175.0,Found,2002.0,18.50755,53.99325
Ramlat as Sahmah 202,35636,Valid,Mesosiderite,18250.0,Found,2002.0,20.00552,56.41628
Acfer 336,343,Valid,L3.8,19400.0,Found,2002.0,27.61667,4.06667
Al Huqf 064,48536,Valid,H4,12834.0,Found,2002.0,19.40412,57.27497
Al Huqf 010,443,Valid,L6,41539.3,Found,2002.0,19.86785,57.0028
Ramlat as Sahmah 204,35638,Valid,L6,10248.8,Found,2003.0,20.6282,56.19198
Isheyevo,30726,Valid,CH/CBb,16000.0,Found,2003.0,53.61667,56.33333
Jiddat al Harasis 355,51623,Valid,L~6,16879.1,Found,2003.0,19.35885,55.54843
Santa Vitoria do Palmar,35478,Valid,L3,50400.0,Found,2003.0,-33.50944,-53.41083
Djebel Chaab 002,7654,Valid,LL6,30616.0,Found,2003.0,25.15592,0.82213
Park Forest,18106,Valid,L5,18000.0,Fell,2003.0,41.48472,-87.67917
Oum Dreyga,31282,Valid,H3-5,17000.0,Fell,2003.0,24.3,-13.1
New Orleans,16960,Valid,H5,19256.0,Fell,2003.0,29.94718,-90.10976
Sayh al Uhaymir 270,23443,Valid,H4-6,43508.2,Found,2003.0,20.72918,57.189
Sayh al Uhaymir 250,23423,Valid,H4-6,16200.0,Found,2003.0,20.58298,57.3165
Qijiaojing,54610,Valid,"Iron, ungrouped",160000.0,Found,2003.0,43.75,92.91667
Burns,57342,Valid,"Iron, IIIAB",18400.0,Found,2003.0,39.86667,-106.88333
Kasauli,30740,Valid,H4,16820.0,Fell,2003.0,29.58333,77.58333
Dhofar 1026,6828,Valid,H6,10500.0,Found,2003.0,18.65952,54.2463
Dhofar 1027,6829,Valid,H5/6,14944.0,Found,2003.0,18.66003,54.24553
Jiddat al Harasis 055,12119,Valid,L4-5,200000.0,Found,2004.0,19.65167,55.69
Northwest Africa 6108,51517,Valid,L-melt rock,25000.0,Found,2004.0,0.0,0.0
Koltsovo,30742,Valid,H4,20020.0,Found,2004.0,54.7505,36.978
Acfer 379,35338,Valid,H4,14764.0,Found,2004.0,27.4114,3.70467
Dhofar 1289,34505,Valid,L4,37000.0,Found,2004.0,18.63333,54.42167
